file_name,height,width,x1,y1,x2,y2,category_id,iscrowd
IMG_2031_jpg.rf.2fe1f226fc98f196d60baef37fd157a6.jpg,1920,1920,618,813,699,879,12,0
IMG_2031_jpg.rf.2fe1f226fc98f196d60baef37fd157a6.jpg,1920,1920,1320,816,1377,900,1,0
IMG_2031_jpg.rf.2fe1f226fc98f196d60baef37fd157a6.jpg,1920,1920,1176,825,1233,903,15,0
IMG_2031_jpg.rf.2fe1f226fc98f196d60baef37fd157a6.jpg,1920,1920,540,861,588,939,3,0
IMG_2031_jpg.rf.2fe1f226fc98f196d60baef37fd157a6.jpg,1920,1920,831,885,885,942,2,0
IMG_2031_jpg.rf.2fe1f226fc98f196d60baef37fd157a6.jpg,1920,1920,1107,909,1167,954,14,0
IMG_2031_jpg.rf.2fe1f226fc98f196d60baef37fd157a6.jpg,1920,1920,1029,903,1074,978,7,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,918,534,996,633,6,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1080,555,1137,630,15,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,783,555,840,630,15,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1011,627,1074,675,8,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,936,627,987,696,7,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,723,648,768,723,3,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1149,648,1197,723,3,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1053,720,1125,792,12,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,795,720,870,792,12,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1221,732,1293,795,4,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,633,741,693,792,14,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,936,747,981,819,7,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,570,750,627,834,1,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1296,753,1353,834,1,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1146,804,1200,849,11,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,714,801,783,849,10,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,915,801,1005,912,13,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,642,837,717,906,4,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1206,843,1278,906,4,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,822,852,870,912,2,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1047,852,1098,912,2,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,783,876,840,951,15,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1080,879,1137,954,15,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1320,906,1392,969,4,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,528,906,600,969,4,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,918,924,1002,1017,5,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,840,936,912,1002,16,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1005,939,1077,1005,16,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,936,996,981,1068,7,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,933,444,990,519,15,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,840,1035,912,1101,4,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1005,1035,1077,1101,4,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,717,1086,780,1149,9,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,933,1074,990,1161,1,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1128,1098,1194,1161,9,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,603,498,666,567,9,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1263,504,1326,567,9,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,843,525,912,582,16,0
20210117131919_jpg.rf.399cc382459b196b699d09616263fa10.jpg,1920,1920,1005,522,1077,582,16,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,972,933,1023,990,2,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1251,933,1326,993,4,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,900,930,954,1005,15,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1107,927,1200,1044,13,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,987,993,1041,1068,15,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,636,1011,708,1071,4,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,810,1020,882,1071,10,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1194,1017,1272,1083,4,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1062,1074,1134,1137,4,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,972,1071,1029,1152,1,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,804,1125,852,1203,3,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,951,1212,1014,1272,9,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1029,480,1104,549,4,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,939,507,996,591,1,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,831,528,897,597,9,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1026,591,1071,666,7,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1182,594,1254,663,4,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,909,627,984,687,16,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,795,648,861,696,8,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,849,687,906,762,15,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1368,705,1416,783,3,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,693,726,756,771,14,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1047,717,1119,789,12,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,906,705,984,804,6,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1194,738,1248,780,11,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,561,732,624,798,9,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1122,762,1176,837,15,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,546,774,600,858,1,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,996,792,1068,852,16,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,819,786,903,882,5,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,672,807,747,870,16,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1449,837,1512,900,9,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1296,825,1350,909,1,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1089,843,1143,900,2,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,990,846,1038,921,7,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,1173,849,1230,927,15,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,669,858,714,933,7,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,894,870,969,930,16,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,483,897,558,957,4,0
IMG_1886_jpg.rf.2997d7301d7c927e833c3a45e27126ec.jpg,1920,1920,810,897,894,963,12,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1290,927,1368,999,4,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,540,939,618,1002,4,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1020,957,1092,1023,16,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,816,957,888,1023,16,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,909,957,1002,1071,13,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,927,411,981,486,15,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,759,420,816,483,9,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1101,420,1155,483,9,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,834,486,909,552,4,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1008,498,1074,549,8,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,777,510,834,594,1,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1083,513,1137,594,1,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,930,516,978,597,7,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,858,612,918,660,14,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,738,600,792,675,15,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1113,600,1167,675,15,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1020,687,1092,744,16,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,816,687,888,744,16,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1452,687,1515,750,9,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,399,687,459,747,9,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1308,684,1353,756,3,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,555,684,603,756,3,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,915,711,993,810,6,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,735,738,804,807,12,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1107,738,1176,807,12,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,474,756,552,822,4,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1356,756,1434,822,4,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,846,780,924,849,4,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,984,780,1062,846,4,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,555,795,603,873,7,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1302,798,1350,876,7,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,705,834,759,876,11,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1143,831,1212,879,10,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,807,831,861,891,2,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1047,834,1101,891,2,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1215,852,1269,930,15,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,636,858,690,933,15,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,759,882,816,963,1,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,1098,882,1152,963,1,0
IMG_1884_jpg.rf.3fec3dbf4aca2e956dea46c9f4fb26e8.jpg,1920,1920,912,882,996,969,5,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,894,930,960,996,2,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,897,267,963,366,1,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1098,1005,1173,1080,9,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,690,1005,765,1080,9,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,975,1050,1050,1107,14,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,810,1050,891,1110,8,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1191,1050,1281,1131,4,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,879,1074,975,1194,6,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,750,1125,816,1215,15,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,957,1176,1026,1275,1,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1119,297,1185,387,15,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,648,312,714,402,15,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,987,381,1074,456,4,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,780,384,870,456,4,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,873,363,984,498,13,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,642,459,729,534,4,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1110,474,1200,549,4,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,672,531,738,630,1,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1122,531,1188,630,1,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,897,546,960,630,2,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,804,597,891,684,16,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,963,600,1053,687,16,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1209,597,1266,690,3,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,594,597,648,687,3,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,900,660,954,750,7,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,498,675,591,759,12,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1404,678,1482,756,9,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,384,681,459,759,9,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1263,681,1359,762,12,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,630,702,696,753,11,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1152,696,1236,756,10,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,783,744,870,822,16,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,987,744,1074,822,16,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1281,789,1347,879,15,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,504,789,570,879,15,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,879,789,978,906,5,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1149,837,1239,918,4,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,618,837,708,918,4,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,1104,873,1158,963,7,0
IMG_1880_jpg.rf.2851fc9a6b2b0eeb45669770282679dc.jpg,1920,1920,696,876,750,966,7,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1113,993,1188,1065,9,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,720,996,795,1068,9,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,897,252,1005,387,13,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,918,1038,987,1092,14,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,918,1128,981,1215,15,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,909,1260,996,1338,4,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,777,375,852,432,8,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1050,372,1131,432,10,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,903,399,999,513,5,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1221,453,1275,540,3,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,627,453,681,543,3,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,852,462,930,552,12,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,969,465,1050,552,12,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,789,513,876,597,16,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1026,516,1113,597,16,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,921,513,975,600,7,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,726,564,816,645,4,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1086,564,1173,642,4,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1362,597,1449,675,4,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,453,600,540,675,4,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1173,609,1239,696,15,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,660,609,726,696,15,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,879,615,939,693,2,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,960,615,1020,693,2,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1101,648,1155,735,7,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,744,648,798,735,7,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,807,657,894,732,16,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1005,657,1092,732,16,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1314,699,1380,798,1,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,525,699,591,795,1,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,921,777,984,825,11,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,801,789,867,888,1,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1038,789,1104,885,1,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1203,801,1290,879,4,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,612,801,699,879,4,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1431,876,1506,951,9,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,903,855,996,972,6,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,741,876,804,963,15,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,1095,876,1158,963,15,0
IMG_1996_jpg.rf.4131e391848885e49b7c491e8a93d475.jpg,1920,1920,423,891,498,963,9,0
